College_ID,Academic Program Name,Quota,Special Quota,Seat Type,Gender,Round,Opening Rank,Closing Rank
1,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,859,1216
1,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,2716,2716
1,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,2653,2827
1,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1884,2412
1,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4126,4343
1,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1146,1673
1,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2826,3246
1,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2925,3459
1,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5713,6573
1,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3544,3842
1,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,8336,8336
1,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,4012,4263
1,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,7954,7954
1,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,4064,4142
1,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,8408,8408
1,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,4412,4875
1,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7466,7466
1,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,4960,5129
1,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,8961,8961
2,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,698,1211
2,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2993,3680
2,"BS in Mathematics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,1372,2029
2,"BS in Mathematics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1924,1924
2,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,683,1161
2,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2395,3576
2,"Chemistry (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,2261,3138
2,"Chemistry (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,6306,6728
2,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,991,1619
2,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2559,4309
2,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,9,51
2,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,29,136
2,"Economics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,738,1159
2,"Economics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1693,1693
2,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,99,294
2,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,194,579
2,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,351,542
2,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,843,1315
2,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1204,1710
2,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4336,5145
2,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1061,1569
2,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1758,3254
2,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,2088,2680
2,"Environmental Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,5086,5228
2,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,357,836
2,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1060,2465
2,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,850,910
2,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,2992,3300
2,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1243,2075
2,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,3797,5009
3,"Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,4900,5226
3,"Bio Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,9020,9020
3,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3730,4374
3,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7402,7886
3,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,764,1185
3,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2446,2572
3,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1200,1623
3,"Data Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2623,2866
3,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1888,2671
3,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,3238,5828
3,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3963,4436
3,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,8533,8850
3,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3509,3767
3,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5939,7488
4,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2122,2460
4,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4554,5794
4,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,950,1215
4,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2626,3931
4,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,1353,1876
4,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,4101,4164
4,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1086,1733
4,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,3923,4666
4,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,30,87
4,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,139,266
4,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,107,161
4,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,478,532
4,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,219,379
4,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1106,1461
4,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,384,516
4,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1927,2005
4,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1336,1910
4,"Energy Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5537,5546
4,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,517,771
4,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2495,2526
4,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1199,1968
4,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4549,5411
4,"Materials Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1015,2249
4,"Materials Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5148,5778
4,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,94,243
4,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,642,933
4,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,239,335
4,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,965,1178
4,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,662,974
4,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2312,3002
4,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1004,2151
4,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5313,5549
4,"Textile Technology (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2266,2935
4,"Textile Technology (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5866,6953
59,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3130,3532
59,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5606,7343
59,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,345,536
59,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,782,866
59,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1235,1551
59,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2613,4122
59,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2106,2959
59,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5539,6469
59,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3340,4038
59,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7274,7882
5,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1590,2268
5,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4389,4659
5,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,2202,2396
5,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,4943,4943
5,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3197,3711
5,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7053,7429
5,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3935,4171
5,"Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,8280,8872
5,"Applied Geology (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,4317,4881
5,"Applied Geology (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,8547,8841
5,"Architecture (5 Years, Bachelor of Architecture)",AI,,OBC-NCL,Gender-Neutral,5,4962,6000
5,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2290,3235
5,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,6644,6644
5,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3549,3868
5,"Biotechnology and Biochemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,6999,6999
5,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1219,2165
5,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4130,4535
5,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,2189,2734
5,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,5640,5932
5,"Chemistry (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,3639,4566
5,"Chemistry (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7527,8645
5,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1880,2651
5,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5441,5583
5,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,2701,3074
5,"Civil Engineering with any of the listed specialization (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,6032,6300
5,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,89,138
5,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,250,353
5,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,153,326
5,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,752,914
5,"Economics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,2086,2736
5,"Economics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,3615,6465
5,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,594,829
5,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1553,1914
5,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,902,1123
5,"Electrical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,2540,2540
5,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,235,510
5,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,484,1010
5,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,543,851
5,"Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,1641,1654
5,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,4180,4737
5,"Exploration Geophysics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,8735,8851
5,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1407,2049
5,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4418,4685
5,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,2124,2351
5,"Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,5740,5740
5,"Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1126,1339
5,"Instrumentation Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,3965,4093
5,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2667,2996
5,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,6133,6490
5,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3025,3234
5,"Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,5914,5914
5,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,323,737
5,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,811,2331
5,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,997,1509
5,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,3257,4346
5,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,1354,2218
5,"Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,4732,5472
5,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2301,2988
5,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5856,6116
5,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3118,3438
5,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,6667,6820
5,"Mining Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2862,3514
5,"Mining Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7416,7746
5,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3599,3969
5,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,8422,8422
5,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3598,4081
5,"Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,8617,8617
5,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3157,3516
5,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7556,7719
5,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Gender-Neutral,5,3337,3770
5,"Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,,OBC-NCL,Female-only (including Supernumerary),5,7919,8125
5,"Physics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Gender-Neutral,5,3328,3955
5,"Physics (4 Years, Bachelor of Science)",AI,,OBC-NCL,Female-only (including Supernumerary),5,8173,8373
60,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,324,427
60,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,646,720
60,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3322,3656
60,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5618,5618
60,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3270,3473
60,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5893,5893
60,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2480,2863
60,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,5247,5494
60,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2820,3286
60,"Civil Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4932,5156
60,"Computational Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,688,908
60,"Computational Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1104,1104
60,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,176,292
60,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,320,514
60,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,758,1039
60,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1639,1827
60,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,885,1124
60,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2687,2687
60,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2227,2733
60,"Engineering Physics (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,6551,7000
60,"Engineering Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,948,2019
60,"Engineering Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4215,4270
60,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3355,3555
60,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7260,7260
60,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,2943,3314
60,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,6355,7042
60,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,421,522
60,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,1079,1079
60,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1221,2232
60,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,4527,4723
61,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,1217,1398
61,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,2456,3247
61,"Bio Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,4854,5168
61,"Bio Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,9032,9032
61,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Gender-Neutral,5,3648,4408
61,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,,OBC-NCL,Female-only (including Supernumerary),5,7041,7726
